ASIN,Title,Subtitles,Language,Release year,Release date,Rated,Run time,Description,Contributors,Actors,Directors,Producers,Media Format,Genres,Customer Reviews,IMDb,Number of discs,Studio
B007NQNRPO,The Astronaut's Wife [Blu-ray],,English,,"July 10, 2012",R,,,"Tom O'Brien, Blair Brown, Clea DuVall, Michael Crider, Johnny Depp, Jacob Stein, Lucy Lin, Tom Noonan, Nick Cassavetes, Samantha Eggar, Donna Langley, Carlos Cervantes, Donna Murphy, Rand Ravich, Joe Morton, Mark Johnson, Brian Witten, Gary Grubbs, Andrew Lazar, Charlize Theron","Johnny Depp, Charlize Theron, Joe Morton, Clea DuVall, Donna Murphy",,,"Blu-ray, Multiple Formats, Widescreen, NTSC","Drama, Fantasy, Science Fiction",,5.4,,Warner Bros.
B0002NY8U8,The Disorderly Orderly [DVD],,English,,"October 1, 2004",NR,1 hour and 30 minutes,The hugely successful collaboration between Jerry Lewis and director Frank Tashlin (including ,"Alice Pearce, Norm Liebmann, Jerry Lewis, Milton Frome, Glenda Farrell, Barbara Nichols, Karen Sharpe, Jack E. Leonard, Kathleen Freeman, Everett Sloane, John Macchia, Del Moore, Ed Haas, Susan Oliver, Frank Tashlin","Jerry Lewis, Glenda Farrell, Everett Sloane, Karen Sharpe, Kathleen Freeman",,,,,,6.3,,Paramount
B0000DIZTN,Vietnam Combat,,English,,"September 2, 2003",Unrated,6 hours,ACTION MOVIE,,Vietnam Combat,,,,,,,,Timeless Media
B004VUR68O,Merry Andrew [Remaster],,English,,"June 27, 2011",NR,1 hour and 43 minutes,"Archaeologist Andrew Larabee tunnels below an English meadow, seeking a rare historical relic. His shoveling takes him back to the surface and into the lions' cage during a circus act. Just like that, a star -- or at least a Joey -- is born. A Joey is circus-speak for clown and who better to play that clown than Danny Kaye? The effusive star unleashes his singing, swooning and jesting talents in this bright musical-comedy tale of circus extravaganza and romantic complications. Famed choreographer Michael Kidd (Seven Brides for Seven Brothers) makes his lone movie directorial effort one to cheer the heart, particularly with the rolling-bicycle number Everything Is Tickety-Boo and in the center-ring-romp Salud. Have a Merry Andrew time!",,"Danny Kaye, Pier Angeli, Baccaloni, Noel Purcell, Robert Coote",,,NTSC,"Comedy, Musicals & Performing Arts/Musicals/General",,6.6,,Warner
B0084IHVDO,The Aristocats (Two-Disc Blu-ray/DVD Special Edition in DVD Packaging),,English,,"August 21, 2012",G,1 hour and 18 minutes,"Everybody wants to be a cat! Disney's unforgettable classic THE ARISTOCATS swings like never before in high definition. Share all the heart, humor and irresistible music with your family in this jazzy Special Edition 2-Disc Combo Pack! In the heart of Paris, a kind and eccentric millionairess wills her entire estate to Duchess, her high-society cat, and her three kittens. When her greedy, bumbling butler attempts the ultimate catnap caper, the rough-and-tumble alley cat Thomas O'Malley and his band of swingin' jazz cats must save the day. It's the purr-fect blend of comedy and adventure. This timeless treasure boasts remarkable picture and sound quality, fun-filled bonus features and memorable songs the whole family will enjoy. It's the cat's pajamas in Disney High Definition!","Dean Clark, Pat Buttram, Paul Winchell, Gary Dubin, Nancy Kulp, Liz English, Larry Clemmons, Phil Harris, George Linsey, Eva Gabor, Wolfgang Reitherman, Vito Scotti, Thurl Ravenscroft, Monica Evans, Scatman Crothers, Lord Tim Hudson, Sterling Holloway","Scatman Crothers, Eva Gabor, Phil Harris, Sterling Holloway, Lord Tim Hudson",,,"Multiple Formats, Animated, Color, Subtitled, Blu-ray, Widescreen, NTSC, Special Edition",Animation,,7.1,,Walt Disney Video
B000VBJEFK,Ratatouille [Blu-ray],,"English, French, Spanish",,,G,1 hour and 51 minutes,"One key point: if you can get over the natural gag reflex of seeing hundreds of rodents swarming over a restaurant kitchen, you will be free to enjoy the glory of ",,,,,"Subtitled, Blu-ray, Anamorphic, Multiple Formats, Animated, Color, Dolby","Kids & Family, Action & Adventure",,8.1,,Walt Disney Home Entertainment
B0002NY8UI,The Errand Boy,,English,,,NR,1 hour and 32 minutes,"In THE ERRAND BOY, Morty is hired by Paramutual Pictures as a spy to find out where the company's money is being spent. Working in the mailroom, Morty has access to the production lot and discovers that wherever he goes, havoc ensues in his effort to provide his new boss, Mr. Sneak, with the information he has requested.","Brian Donlevy, Stanley Adams, Fritz Feld, Doodles Weaver, Jerry Lewis, Robert Ivers, Sig Ruman, Howard McNear, Isobel Elsom, Rita Hayes, Felicia Atkins, Pat Dahl, Kenneth MacDonald, Renée Taylor, Kathleen Freeman, Dick Wesson, Joey Forman, Paul Ritts, Iris Adrian, Mary Ritts","Jerry Lewis, Brian Donlevy, Howard McNear, Stanley Adams, Iris Adrian",,,,,,6.4,,Paramount
6303686842,Chase,,,,"June 2, 1998",Unrated,,,,"Marlon Brando, Jane Fonda, Robert Redford, E.G. Marshall, Angie Dickinson",,,,,,7.1,,Columbia Pictures
B00006JMSS,Steven Seagal New Collection (Under Siege / Hard to Kill / On Deadly Ground),,English,,"May 13, 2003",R,5 hours,"Typical Steven Seagal movies, action packed.",,Steven Seagal,,,,,,5.8,,Warner Home Video
B00005Y71U,Joseph Campbell - Mythos,,English,,"April 9, 2002",Unrated,,"Clocking in at 10 hours, ",,,,,,,,,,Wellspring
B001DDBD2W,Biblical Classics Collection,,English,,"October 14, 2008",G,10 hours and 8 minutes,"Disc 1: Bible, The Disc 2: Robe, The Disc 3: Greatest Story Ever Told, The Disc 4: Demetrius & The Gladiators","Van Des Autels, John Abbott, Robert E. Griffin, Otto Waldis, Burt Brinckerhoff, Telly Savalas, George Eldredge, Noreen Corcoran, Gisele Verlaine, Richard Conte, Claude Rains, Van Heflin, Delmer Daves, Barbara James, John Lupton, Jeff York, Sidney Poitier, Dick Sands, Ford Rainey, Paul Stader, Gary Raymond, Martin Landau, Norbert Schiller, George Barrows, Susan Hayward, Joseph Schildkraut, Ernest Borgnine, Frank Hagney, William Marshall, Dan Ferniel, Karl Davis, Ben Astar, Michael Ansara, Alex Pope, Frank Pulaski, Joseph Sirola, Joanna Dunham, Woody Strode, Emmett Lynn, Michael Tolan, Peter Mann, Harold J. Stone, Albert Cavens, Christey Marlo, David Hedison, David Sheiner, The Inbal Dance Theatre of Israel, George Melford, Ed Mundy, George Stevens, Sam Gilman, Donald Pleasence, John Doucette, Jean Simmons, Rosalind Ivan, Gloria Saunders, Michael Anderson Jr., Harry Shearer, Russell Johnson, Max von Sydow, William Forrest, John Considine, Pamela Robinson, Richard Burton, Shepard Menken, Jose Ferrer, Dawn Addams, Jay Robinson, Leo Curley, Alfred Linder, Nicholas Coster, Dal Jenkins, Hayden Rorke, Ed Wynn, Joan Corbett, Tom Connors Jr., Richard Boone, Janet Margolin, Eleanor Moore, Victor Buono, Robert Blake, Mae Marsh, Paul Newlan, Charles Evans, George E. Stone, Joseph Perry, Paul Kruger, John Wayne, Michael Rennie, Carroll Baker, Marc Snow, Fred Cavens, Robert Busch, Jeff Morrow, Ina Balin, Paul Richards, Dorothy McGuire, Victor Mature, Pat Boone, David Leonard, Fred Graham, Ray Spiker, Irene Demetrion, Paul Stewart, John Cliff, Debra Paget, Ron Whelan, Ernest Thesiger, Kit Carson, Angela Lansbury, Everett Glass, Richard Egan, Chet Stratton, Frank de Kova, Cyril Delevanti, George Robotham, Dayton Lummis, Gilbert Perkins, Thomas Browne Henry, Sally Corner, Roy Gordon, Jamie Farr, Anthony Jochim, Selmar Jackson, Charlton Heston, Don Klune, Rodolfo Acosta, Michael Granger, Jan Arvan, Peter Reynolds, Peter Mamakos, Francis Pierlot, Jay Novello, Mickey Simpson, Marian Seldes, Fortune Gordien, Percy Helton, Helen Beverly, Johnny Seven, George Keymas, George Bruggeman, Abraham Sofaer, Anne Bancroft, Roddy McDowall, John Crawford, Betta St. John, Tom Reese, Mark Lenard, Torin Thatcher, Arthur Page, Murray Steckler, Anthony Eustrel, Jean Corbett, Virginia Lee, David McCallum, Philip Coolidge, Frank Silvera, Henry Koster, Dean Jagger, Barry Jones, Harry Cording, Robert Loggia, Leon Askin, Carmen de Lavallade, Sal Mineo, Richard Kean, Nehemiah Persoff, Gene Wesson","Max von Sydow, Victor Mature, Dorothy McGuire, Susan Hayward, Robert Loggia",,,,,,,,20th Century Fox
B001OODFBM,Brutal,,,2007,,R,1 h 29 min,,,,Ethan Wiley,"Ethan Wiley,Roel Riene",,"Drama,Horror,Suspense",,3.6,,Lionsgate
B00005JNBQ,Napoleon Dynamite,,"English, Spanish",,"December 21, 2004",PG,1 hour and 35 minutes,"Napoleon Dynamite is a new kind of hero, complete with a tight 'fro, sweet moon boots, and skills that can't be topped. Napoleon spends his days drawing mythical beasts, duking it out with his brother Kip and avoiding his scheming Uncle Rico. When two new friends enter Napoleon's life shy Deb and mustachioed Pedro, the trio launches a campaign to elect Pedro for class president and make the student body's wildest dreams come true. But if Pedro is to beat stuck up Summer, Napoleon will have to unleash his secret weapon.","Jon Gries, Jon Heder, Sarah Barton, Bracken Johnson, Jerusha Hess, Chris Sanchez, Chris Thomas, Jared Hess, Zack Thomas, Aaron Ruell, Diedrich Bader, Leo Shackleford, Greg Hansen, Efren Ramirez","Jon Heder, Efren Ramirez, Jon Gries, Greg Hansen, Chris Sanchez",,,"Color, NTSC, Multiple Formats, Dubbed, Full Screen, Dolby, Subtitled, Widescreen, Closed-captioned",Comedy,,7.0,,Fox Searchlight
B008LCRA98,Seinfeld: Season 7,,English,,"September 25, 2012",,,"""No soup for you!"" ""He stole my marble rye!"" ""Bosco!"" ""Spongeworthy?"" ...and nobody can forget - George gets engaged! Here's your invitation to 24 original full-length episodes of the Emmy® award-winning Season 7 of SEINFELD. All remastered with new high-definition picture and sound. In addition, there are 13 hours of exclusive never-before-seen special features from the creative talents b","Jason Alexander, Michael Richards, Tim Kaiser, Andy Ackerman, Jerry Seinfeld, Julia Louis-Dreyfus, Suzy Mamann Greenberg, Marjorie Gross, Peter Mehlman","Jerry Seinfeld, Julia Louis-Dreyfus, Michael Richards, Jason Alexander",,,"Closed-captioned, NTSC, Color, Full Screen, Box set, Multiple Formats, Subtitled",Comedy,,8.9,,Sony Pictures Home Entertainment
B000XSBFUI,Get RIPPED! And Chiseled Top 10 workout! Fitness Magazine and USA Today,,,,"November 20, 2007",,1 hour,"Working out with Get Ripped and chiseled for about 60 minutes every day for a few days guarantees you the best result. Using super sets of scientifically proven exercises that challenge your muscles through non-stop movements extremely helps build chiseled body- from upper to lower. Minimal rest between sets, super high reps, and pulsing movements for extra challenge allow you to keep your heart elevated and develop toned, lean muscles in, say just couples of days. Besides, a critical stretch segment makes Get RIPPED and Chiseled the best body shape up program for those wanting develop a chiseled body.",,Jari Love,,,"Multiple Formats, NTSC, Dolby",Exercise & Fitness,,,,Video Links
3896702629,Family Constellations Group and Individual - Familienstellen Gruppe und Einzel (2 DVDs),,,,"May 1, 2008",,6 hours and 39 minutes,,,"Jakob Robert Schneider, Sieglinde Schneider",,,,,,,2,Jahnsmedia Filmenergie
B00005JNBN,Darkness (Unrated Version) [DVD],,French,,"April 26, 2005",PG-13,1 hour and 42 minutes,"There's something in this house...Something ancient and dark that remains still, hidden and silent. It can only wait, having been concealed in the shadows for years. In fact, its milieu is darkness. Only in it can it show itself and move. It even takes its name: DARKNESS. It's lived here since someone tried to call it, more than forty years ago. Because this house hides a secret, a terrible past, an inconceivably evil act. Seven children, faceless people, a circle that must be completed. And blood, lots of blood... But something went wrong. One of the children got away. The circle wasn't completed. That's why what lives here isn't finished. It's just waiting...It tries to carry out what it couldn't before, making plans in the shadows, to become complete, to be, to exist. A new family has just moved into the house. A small child. An unstable father capable of losing his temper at any time. A perfect target. The right place at the right time. The pieces only have to be put in place. And then wait. Maybe the family's daughter will be able to discover the truth; the dark secret of the past, the sinister conspiracy, the truth about what threatens them. Why is the father getting worse? What is her little brother afraid of? Why doesn't her mother listen to her? And why do the lights keep going out? It could be that nothing happens by chance, that everything has been worked out from the start. A devilish plan, precise and exact like a time-bomb. Her father's illness, the house, the circles, the children. Perhaps she can foresee darkness' master stroke of play and the inevitable destiny that is closing in on her family. But maybe it's too late....","Giancarlo Giannini, Miguel Tejada-Flores, Fernando de Felipe, Anna Paquin, Francesc Pags, Iain Glen, Stephan Enquist, Gemma Lozano, Jaume Balaguer, Fele Martnez, Lena Olin, Craig Stevenson, Xavier Allepuz, Ferm Reixach, Paula Fernndez","Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini, Fele Martnez",,,,,,5.4,,Dimension
B000OOD9UU,His Private Secretary ~ Starring John Wayne,,,,,NR,60 minutes,"Dick Wallace (John Wayne) is the dissolute, playboy, son of a tough, hard-as-nails businessman. When Dick falls in love and marries a small-town Minister's grand-daughter, the senior Wallace assumes that his son's bride must be a corrupt gold-digger. He refuses to meet the girl and tells Dick to ""Get Rid of Her!"" Determined to meet her father-in-law and convience him of her sincerity, she conceals her identity and goes to work for the crusty old businessman as a private secretary..... A Delightful Comedy! A real treat for John Wayne fans and collector's, alike.","Philip H. Whitman, Author Holt and Al St. John, John Wayne, Evalyn Knapp, Reginald Barlow, Alec B. Francis","John Wayne, Evalyn Knapp, Reginald Barlow, Alec B. Francis, Author Holt and Al St. John",,,,,,5.5,,Burbank Video
B004GGQMUQ,Walking Tall,,English,,"February 1, 2011",PG-13,2 hours and 19 minutes,"A retired soldier returns to his hometown to make a new life for himself, but finds that the town has changed for the worse. The town mill has closed and the criminal elements have moved in. With the help of an old pal, the ex-soldier gets elected sheriff and vows to clean up the town at the expense of putting his and his family's safety at risk.","Kevin Bray, Khleo Thomas, Kristen Wilson, Ashley Scott, Johnny Knoxville, Barbara Tarbuck, Dwayne Johnson, Kevin Durand, Neal McDonough, Michael Bowen, John Beasley","Michael Bowen, Johnny Knoxville, Dwayne Johnson, Neal McDonough, Ashley Scott",,,NTSC,Action & Adventure,,6.3,,Mgm (Video & DVD)
B004GGQMUG,Pingu: Four Feature Set,,,,,NR,,,,,,,,,,,,
B004CNVJMY,Waiting for God,,,1990,,TV-14,,,,,Gareth Gwenlan,Gareth Gwenlan,,Comedy,,7.8,,BBC America
B00005KFT8,Piranha [REGION 2],,English,,,R,1 hour and 34 minutes,"This lake-bound horror film, spawned in the wake of 'Jaws', is an early production by future 'The Howling' collaborators John Sayles and Joe Dante. Two teenagers going for a dip inadvertently stumble upon a government secret weapon: deadly piranha fish, planned for use in Vietnam. Accidentally released, the piranha make their way to the site of a children's summer camp resort, and the watery carnage begins. James Cameron cut his directorial teeth on the sequel in 1982.","Jamie Anderson, Paul Bartel, Joe Dante, Dick Miller, Keenan Wynn, Bradford Dillman, Jeff Schechtman, Roger Corman, Barbara Steele, Bruce Gordon, Hisako Tsukuba, Jon Davison, Heather Menzies-Urich, Belinda Balaski, Richard Robinson, Kevin McCarthy, Melody Thomas Scott, Barry Brown, Shannon Collins, John Sayles","Bradford Dillman, Heather Menzies-Urich, Kevin McCarthy, Keenan Wynn, Dick Miller",,,PAL,Kids & Family,,5.9,,MGM
6305529833,Her Name Is Cat [VHS],,,,"December 7, 1999",,,,,"Wong, Pui-Ha",,,,,,4.7,,Tai Seng Video
B003ZJU92M,Dil Bole Hadippa,,,,,G,2 hours and 27 minutes,Original Yashraj Films DVD,,"Rani Mukherji, Shahid Kapoor",,,,,,4.7,,Yashraj Films
B000QFAFPY,Junior Wells: Blues Legends,,English,,"August 28, 2007",NR,58 minutes,"This legendary Nightstage performance by Junior Wells, joined by special guest Buddy Guy, is now available for the very first time! This previously unreleased deluxe edition features superb live performances of Little Water's ""Juke,"" Muddy Waters' ""Trouble No More"" and ""Got My Mojo Workin',"" James Brown's ""Super Bad"" and the Sonny Boy Williamson classic, ""My Younger Days."" It's an unforgettable evening of electric Delta blues! Also featuring a previously unreleased 1989 performance from The Channel in Boston as well as an extended backstage interview with Buddy Guy and Junior Wells, where these blues legends colorfully detail their legendary partnership. ",,"Buddy Guy, Junior Weels",,,"Multiple Formats, Color, Full Screen, NTSC, Dolby",Performing Arts,,,,Image Entertainment
6303686516,The Men Who Tread on the Tiger's Tail [VHS],,,,"June 13, 2000",,,"The greatest of Akira Kurosawa's wartime films tells the story of a nobleman's attempt to escape death at the hands of his jealous brother. Based on a celebrated Kabuki play, this dramatic story is drawn from a real-life power struggle in feudal Japan. Kurosawa added his own extraordinary touches, including creating a role for the talented comic Kenichi Enomoto.",,"Okochi, Fujita, Enomoto",,,,,,6.7,,Homevision
B001CNQ5EY,Saving Grace,,English Dialogue Boost: Medium,2009,,16+,,,,,Artie Mandelberg,,,"Drama,Fantasy",,7.6,,TNT
6300262545,Ghoulies [VHS],,English,,"September 16, 1992",PG-13,1 hour and 21 minutes,Horror,"Jefery Levy, Ted Nicolaou, Scott Thomson, Ralph Seymour, Mac Ahlberg, Michael Des Barres, Peter Risch, David Dayan, Debra Dion, Peter Liapis, Tamara De Treaux, Mariska Hargitay, Jack Nance, Charles Band, Lisa Pelikan, Luca Bercovici, Keith Joe Dick, Victoria Catlin","Lisa Pelikan, Peter Liapis, Michael Des Barres, Jack Nance, Peter Risch",,,NTSC,Horror,,4.2,,Lions Gate
6301973461,Wall,,,,"July 25, 1997",,,,,Pink Floyd,,,,,,,,MGM/Ua Studios
B00000F5LQ,Practice of Love [VHS],,,,"November 18, 1998",Unrated,1 hour and 30 minutes,,"Karl Khely, Paul Muehlhauser, Wolfgang Kainz, John Ottwald, Franz Kantner, Walter Schreiber, Guenther Nenning, Wolfgang Böck, Walter Skotton, Joe Berger, Alexander Strobele, Martin Piontek, Jürgen Lier, Helmut Richter (II), Josef Wittmann, Thomas Hornemann, Rüdiger Vogler, Valie Export, Adelheid Arndt, Joelle Ruhs, Claudia Schneider (II), Liane Wagner, Gary Indiana, Traute Furthner, Regina Fritsch, Hagnot Elischka, Paul Muller, Georg Mittendrein, Thomas Declaude, Kurt Radlecker, Marion Bockmann, Leo Mazakarini, Ingrid Wiener, Elisabeth Vitouch, Adolf Lukan","Adelheid Arndt, Rüdiger Vogler, Hagnot Elischka, Franz Kantner, Paul Muller",,,,,,6.2,,Facets
B00004TXBP,Lord of the Flies VHS,,,,,,,,,"James Aubrey, Tom Chapin, Hugh Edwards, Roger Elwin, Tom Gaman",,,,,,6.9,1,Continental Distributing
6305239436,Taming of the Shrew,,English,,"January 1, 1983",NR,1 hour and 55 minutes,,,"Seales, Franklyn",,,,,,6.1,,Tapeworm Video
B0019K06S6,Verdi: La Traviata [DVD Video],,English,,"June 10, 2008",NR,2 hours and 9 minutes,This DVD documents a 1973 live performance of ,"Nino Verchi, Anna Pedroni, Anna di Stasio, Guido Mazzni, NHK Symphony Orchestra, Carlo Meliciani, José Carreras, Sesto Bruscantini, Renata Scotto, Fernando Jacopucci, NHK Italian Opera Chorus, Guido Mazzini, Franco Lombardi, Allan Altman","Sesto Bruscantini, Anna di Stasio, José Carreras, Renata Scotto, Franco Lombardi",,,"NTSC, Multiple Formats, Color, Classical, Subtitled","Music Video & Concerts, Classical / Symphonies",,,,Video Artists Int'L
B00004TXBR,Scott of the Antarctic VHS,,,,,PG,,,,"John Mills, Derek Bond, Diana Churchill, Harold Warrender, Anne Firth",,,,,,7.0,1,
B0015SRTKA,Sisters,,English,2016,,18+,1 h 30 min,,,,Douglas Buck,"Stephen Belafonte,Alessandro Camon,Larry Fessenden,Cathy Gesualdo,Suraj Gohill",,"Horror,Drama,Cerebral,Dark",,3.9,,Lifetime
B000BKKMO8,Singing in the Rain: The Official Highlight Video of the 1998 PGA Championship [VHS],,,,"January 1, 1998",,1 hour and 6 minutes,"Relive the exciting down to the wire victory of Vijay Singh over Steve Stricker and past PGA winners Steve Elkington and Nick Price. Played at the beautiful and challenging Sahalee Country Club in Redmond, WA.",,Vijay Singh,,,,,,,,The Booklegger
B003QBMFZI,Ring Around The Rosie,,English,2006,,R,1 h 28 min,,,,Rubi Zack,"Alex Barder,Rubi Zack,Lawrence Silverstein",,"Horror,Suspense",,3.3,,Sony Pictures
6303144837,Thumbelina,,,,"August 12, 1997",G,,Ranking just behind the best of animator Don Bluth's films (,,Thumbelina,,,,,,6.2,,Warner Studios
B0084BM7QW,Leave It on the Floor,,,,"August 14, 2012",NR,,"Thrown out of his home by his dysfunctional mother, Brad steals her car and travels into Los Angeles where, through a chance encounter, he stumbles into a noisy raucous, chaotic event and meets the ragtag members of the struggling House of Eminence. Featuring music by Beyonce music director Kim Burse, and choreography by Beyonce dance master, Frank Gatson Jr.., this exuberant musical directed by Sheldon Larry was inspired by Paris Is Burning, and is an uplifting ode to the wild, funky and heart-aching life of this underground subculture.",,"Ephraim Sykes, Phillip Evelyn, Andre Myers, Miss Barbie-Q",,,,,,6.3,1,Wolfe Video
6303129021,Novel Connection,,,,"August 3, 1994",,,,,,,,,,,7.5,,Universal Studios Home Entertainment
B00000F5LN,Powerboat Navigation [VHS],,,,"June 23, 1992",NR,1 hour and 8 minutes,,,Powerboat Navigation,,,,,,,,Bennett Media Corpor
B000NCOMWC,Pro Tools LE 7.0: Beginner Level,,English,,,,1 hour and 40 minutes,"Digidesign's Pro Tools LE 7 continues to set the recording industry standard for professional low-cost, high-quality audio and MIDI production with software that produces projects fully compatible with Pro Tools HD studio systems. Combined with a variety of new hardware options from Digidesign like the 002, Mbox or compatible M-Audio devices, Pro Tools LE 7 (and Pro Tools M-Powered) is the ideal creative music production tool. This easy-to-use beginning guide to Pro Tools is designed to take you through a full, entry-level session showing you everything you need to know to take your song from start to finish using the hardware and software components of the system. You'll learn all the basic features for recording audio and MIDI, applying effects, editing automation and mixing down your tracks. You'll even learn how to open your projects up to the expansive world of VST plug-ins from third party developers that you can use right alongside your Pro Tools RTAS effects and instruments. 100 minutes.",,,,,Audiobook,Performing Arts,,,,
B000H30CGW,Racket Squad,,English,,"May 5, 2010",Unrated,4 hours and 10 minutes,"Captain John Braddock, played by Reed Hadley, worked in the racket squad of a large metropolitan police department. He sought to protect the public from a variety of confidence rackets and shady characters who fleeced unsuspecting people of their money. The shows were ripped from the case files of police departments and portrayed the gritty reality of criminal investigations. It was nominated for multiple Emmy Awards.",,Racket Squad,,,,,,7.6,,Timeless Media
6303482430,Gun Is Loaded,,,,"September 1, 1998",Unrated,,Some light wear to box,,"Lunch, Lydia",,,,,,6.5,,Mystic Fire Video
B000CQQIB2,"Mobile Suit Gundam Seed Destiny, Vol. 1 [DVD]",,"English, Japanese",,,NR,2 hours and 5 minutes,The follow-up to the popular ,"Akira Ishida, Mami Koyama, Natsuko Takahashi, Houko Kuwashima, Mitsuo Fukuda, Kenichi Suzumura, Mike Coleman, Soichiro Hoshi, Takehito Koyasu, Maaya Sakamoto, Toshihiko Seki, Naomi Shind, Kotono Mitsuishi, Hajime Yatate, Rie Tanaka, Yoshiyuki Tomino","Kenichi Suzumura, Akira Ishida, Mike Coleman, Soichiro Hoshi, Naomi Shind",,,"Animated, Color, DVD, Subtitled, Dolby",Science Fiction,,7.1,,Bandai
B007D93HM4,Rampart,,English Dialogue Boost: Medium,2011,,R,1 h 47 min,,,,Oren Moverman,"Ben Foster,Lawrence Inglee,Ken Kao,Clark Peterson",,"Drama,Coarse,Intense,Philosophical",,5.8,,FilmRise
B003Z1OHA0,Stormriders,,Cantonese,,"July 1, 2010",PG-13,,"Power-hungry overlord Conquer (Sonny Chiba) is out to take over the martial arts world, and his victory depends on two children named Wind and Cloud. Acting on a prophecy by the Mud Buddha (Wayne Lai), Conquer hunts down the two boys, kills their parents, and takes them as disciples. Ten years later, Wind (Ekin Cheng) has grown into a laidback, kind-hearted swordsman, and Cloud (Aaron Kwok), a cold and silent brooder, both with superior martial arts skills. As the top lieutenants in Conquer's clan, Wind and Cloud have as prophesized aided their master in his evil quest to dominate the world. But as he stands at the brink of absolute power, Conquer finally hears the second half of the prophecy: Wind and Cloud will bring him victory... and also downfall.",,"Aaron Kwok, Ekin Cheng, Sonny Chiba, Kristy Yang, Shu Qi",,,,,,,,Tavix Pictures
B0006AZ5VS,How to Achieve Your Goals DVD,,English,,"August 6, 2004",NR,12 minutes,"Everyone has goals, but not everyone knows how to achieve them. Prepare for the future by knowing the necessary steps to follow in order to reach both short-term and long-term goals.  ",,,,,,,,,,"Educational Video Network, Inc."
6301494148,"Corey Haim: Me, Myself, and I [VHS]",,,,"November 30, 1989",NR,40 minutes,Biography,,"Haim,Corey",,,,,,,,Twin Tower Enterpris
B0009BF5X2,Christina Aguilera [DVD],,English,,"July 12, 2005",Unrated,1 hour and 1 minute,"The Music Box Collection presents a story of Christina Aguilera; from her childhood in Wexford, Pennsylvania where she performed in school talent shows and went on to become a child star, landing a part in the cast of The Mickey Mouse Club. We follow her rise to stardom, featuring rare and archive footage courtesy of private collectors from around the world. This documentary provides a fascinating insight into Christina's remarkable career to date, and is a must for any fan of this talented star.",,"Aguilera, Christina",,,"Color, NTSC, DVD",Documentary,,,,MUSIC VIDEO BOX
B00079HZ9S,Historical World Fairs - New York - Volume III,,English,,"July 22, 2020",Unrated,,"The 1939 New York World's Fair was one of the largest of all time. More than 25 million people came from around the world to gaze at the myriad number of attractions. The theme of the 1939 fair was ""the world of tomorrow."" This great collection of clips is dedicated to documenting that historic world's fair and giving you a glimpse of what people thought the future would be like more than 60 years ago!In the third volume of our extensive look at this amazing fair you will wander through the exhibits of Food, Home Furnishings, Communications, Religion, and Jewels. There is even a giant, two-headed inflatable cat that looks like something out of Acme Comics Library! You will love watching these classic clips!",,,,,NTSC,Romance,,,,A2ZCDS
B0000V45YQ,Fubar [VHS],,English,,"January 13, 2004",R,,,"Josh Mason, Shawn Davis (III), Sandi Armstrong, Paul Ross (VI), Michael Dowse, Glen Wilson, Margaret Spense, Laurie D'Amour, Gordon Skilling, Melanie Owen, James Lawrence, Mike Parker, Joy Durns, Paul Leonard (III), Sandra Baker, Jim Lawrence, Joanne McCallum, Susan Dowse, Sage Lawrence, Charles Lawrence (IV), Doctor S.C. Lim, Ann Dowse, Christopher Wright (IV), Iris Sim, Rose Martin, Andrew Chambers, Jesse Klimove, Brian Dowse, Jason Schmooley, Trevor Maisley, Anne Marie Wheeler, Bret Moncrieff, Carmen Lewis, Tracey Lawrence, George Spense, Paul Spence, Mo Lawrence, Eric Amber Sr., Elizabeth Simon, Andrew Sparacino, Roxana Oltean, Jessica Rollans, David Lawrence","Paul Spence, David Lawrence, Gordon Skilling, Tracey Lawrence, Sage Lawrence",,,NTSC,Kids & Family,,6.8,,Xenon
B004I6CMS0,A Woman in Berlin,,English,,,18+,2 h 6 min,,,,Max Färberböck,"Martin Moszkowicz,Günter Rohrbach,Bernhard Thür",,"Drama,Historical,Emotional,Harrowing",,7.0,,Strand Releasing
B001CYBFK2,Petersen's Hunting TV Season 1 (2006),,,,"April 9, 2007",,5 hours and 18 minutes,"Petersen's Hunting Adventure Television is the most exciting adventure hunting show captured on film … and an adrenaline rush you won't forget! Track trophy caribou across the windswept arctic tundra; pursue Alaskan grizzlies in white-out conditions; stalk Black Death Cape buffalo along the mighty Zambezi river; hunt red stag across New Zealand's rugged terrain; hike the Rockies for bugling elk and rattle-in big south Texas whitetails - and that's only a few of the episodes contained on this DVD! Along the way, you'll struggle with torrential rains, deep snow and forced evacuations … and we'll share with you spectacular scenery, cantankerous game and fantastic hunting experiences.",,Petersen's Hunting Staff,,,NTSC,Action & Adventure,,,,Petersen's Hunting
B001GMQ3AM,Teen Titans: Trouble in Tokyo,,English Dialogue Boost: Medium,2006,,7+,1 h 15 min,,,,Michael Chang,"Sander Schwartz,David Slack",,"Action,Adventure,Charming,Cheerful",,7.0,,WARNER BROS.
B001D6PUZK,Atletico San Pancho [NTSC/REGION 4 DVD. Import-Latin America],,,,,,,,,,,,,,,,,
